,name,Suburb,State,post,cost_text,Latitude,longitude,Beds,Baths,Parking,School,Cloest_shops,pyte,SA2_code,SA2_name,LGA_code,LGA_name,Crime_rate,Pop_density,School_with_rank,Total_employee_income_median,Total_employee_income_mean,Total_income_median,Total_income_mean,Nearest_Bus_Stop,Nearest_Tram_Stop,Nearest_Regional_Train_Station,is_nearby_hospital,is_cbd,median_2019_2020,mean_2019_2020,Nearest_Metro_Train_Station,Unnamed: 32,Unnamed: 33,driving distance/time,walking distance/time,school_rank_value,bus_value,tram_value,train_value,country_train,walk_time,drive_time
807,1/51 Beach Road,Mentone,VIC,3194,1500.0,-37.9865679,145.0565489,4,2,2,"{'Mentone Girls Secondary College': 0.7, 'Mentone Primary School': 1.1, 'Beaumaris Secondary College': 2.1}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Girls Secondary College', 0.7, 177], ['Mentone Primary School', 1.1, 266], ['Beaumaris Secondary College', 2.1, 134]]",60549.0,72120.0,57231.0,72211.0,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.918595313572462]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.878264167295214]",True,False,59486,73526,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.918595313572462]",,,3372.6/309.7,2359.7/1699.0,0.2061538461538461,0.3061984378574873,1.0,0.0918595313572462,0.2959421389098404,1699.0,309.7
808,13A Coolabah Street,Mentone,VIC,3194,945.0,-37.9819373,145.0844487,4,2,1,"{'Mentone Park Primary School': 0.3, 'Parkdale Secondary College': 1.2, 'Mentone Girls Secondary College': 2.7}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Park Primary School', 0.3, 436], ['Parkdale Secondary College', 1.2, 186], ['Mentone Girls Secondary College', 2.7, 177]]",60549.0,72120.0,57231.0,72211.0,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 1.428806195121942]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 7.109233220933866]",True,False,59486,73526,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 1.428806195121942]",,,1060.7/141.2,1072.0/771.8,0.2723076923076923,0.476268731707314,1.0,0.1428806195121942,0.2369744406977955,771.8,141.2
809,3/4 Stawell Street,Mentone,VIC,3194,880.0,-37.9855681,145.0688651,3,2,2,"{'Mentone Primary School': 0.3, 'Mentone Girls Secondary College': 1.4, 'Parkdale Secondary College': 2.3}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Primary School', 0.3, 266], ['Mentone Girls Secondary College', 1.4, 177], ['Parkdale Secondary College', 2.3, 186]]",60549.0,72120.0,57231.0,72211.0,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.5240755371465315]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.145958019309493]",True,False,59486,73526,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.5240755371465315]",,,1488.6/143.9,1048.3/754.8,0.2723076923076923,0.1746918457155105,1.0,0.0524075537146531,0.2715319339769831,754.8,143.9
810,5/44 Collins Street,Mentone,VIC,3194,820.0,-37.979953,145.0584848,3,2,2,"{'Mentone Girls Secondary College': 0.4, 'Mentone Primary School': 0.9, 'Beaumaris Secondary College': 2.2}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Girls Secondary College', 0.4, 177], ['Mentone Primary School', 0.9, 266], ['Beaumaris Secondary College', 2.2, 134]]",60549.0,72120.0,57231.0,72211.0,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.6229784305938976]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.207846032378214]",True,False,59486,73526,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.6229784305938976]",,,1889.6/323.2,1850.6/1332.4,0.2061538461538461,0.2076594768646325,1.0,0.0622978430593897,0.2735948677459404,1332.4,323.2
811,2/74 Beach Road,Mentone,VIC,3194,700.0,-37.988833,145.060732,3,1,0,"{'Mentone Primary School': 0.9, 'Mentone Girls Secondary College': 1.1, 'Beaumaris Secondary College': 2.5}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Primary School', 0.9, 266], ['Mentone Girls Secondary College', 1.1, 177], ['Beaumaris Secondary College', 2.5, 134]]",60549.0,72120.0,57231.0,72211.0,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.8667943370900891]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.852799218458415]",True,False,59486,73526,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.8667943370900891]",,,2911.8/270.2,1864.0/1342.0,0.2061538461538461,0.2889314456966964,1.0,0.0866794337090089,0.2950933072819471,1342.0,270.2
812,14 Barry Street,Mentone,VIC,3194,690.0,-37.9864247,145.0701461,3,2,2,"{'Mentone Primary School': 0.4, 'Mentone Girls Secondary College': 1.6, 'Parkdale Secondary College': 2.1}","['Thrift Park Shopping Centre', -37.984204, 145.076943, 25]",town_house,208031190,Mentone,23430,Kingston (Vic.),5912.149486,3000.449463,"[['Mentone Primary School', 0.4, 266], ['Mentone Girls Secondary College', 1.6, 177], ['Parkdale Secondary College', 2.1, 186]]",60549.0,72120.0,57231.0,72211.0,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.6690038050338972]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.163957404453146]",True,False,59486,73526,"['Mentone Railway Station (Mentone)', -37.981865, 145.065166, 0.6690038050338972]",,,1365.7/132.6,928.6/668.5,0.2723076923076923,0.2230012683446324,1.0,0.0669003805033897,0.2721319134817715,668.5,132.6
813,1/65 McSwain Street,Parkdale,VIC,3195,990.0,-37.9896619,145.0888527,4,3,0,"{'Parktone Primary School': 0.3, 'Parkdale Secondary College': 0.5, 'Yarrabah School': 2.8}","['Parkdale Plaza', -37.997395, 145.084297, 15]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Parktone Primary School', 0.3, None], ['Parkdale Secondary College', 0.5, 186], ['Yarrabah School', 2.8, None]]",62448.0,75019.0,60719.0,75133.0,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 1.161569397284494]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 7.74083347642168]",True,False,62092,77963,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 1.161569397284494]",,,1541.1/250.5,1420.0/1022.4,0.2861538461538461,0.3871897990948313,1.0,0.1161569397284494,0.2580277825473893,1022.4,250.5
814,13a Gale Street,Aspendale,VIC,3195,900.0,-38.0170349,145.1002789,4,3,2,"{'Aspendale Primary School': 0.4, 'Yarrabah School': 0.5, 'Mordialloc College': 0.9}","['Mordialloc Plaza', -38.008072, 145.086614, 24]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Aspendale Primary School', 0.4, 319], ['Yarrabah School', 0.5, None], ['Mordialloc College', 0.9, 201]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 1.1443300190924859]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.05072634306045]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 1.1443300190924859]",,,1983.8/283.5,1960.7/1411.7,0.3092307692307692,0.3814433396974953,1.0,0.1144330019092485,0.3350242114353483,1411.7,283.5
815,13/148 Nepean Highway,Aspendale,VIC,3195,750.0,-38.0276497,145.1018628,3,2,2,"{'Aspendale Primary School': 0.8, 'Mordialloc College': 1.9, 'Nepean Special School': 10.8}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Aspendale Primary School', 0.8, 319], ['Mordialloc College', 1.9, 201], ['Nepean Special School', 10.8, None]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.05399804774857836]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.337295936844377]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.05399804774857836]",,,5526.8/527.6,2195.9/1581.0,0.3092307692307692,0.0179993492495261,1.0,0.0053998047748578,0.3445765312281459,1581.0,527.6
816,1/68 Barkly Street,Mordialloc,VIC,3195,750.0,-38.0066635,145.0897097,3,2,2,"{'Mordialloc Beach Primary School': 0.1, 'Yarrabah School': 1.0, 'Parkdale Secondary College': 1.9}","['Mordialloc Plaza', -38.008072, 145.086614, 24]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Mordialloc Beach Primary School', 0.1, 190], ['Yarrabah School', 1.0, None], ['Parkdale Secondary College', 1.9, 186]]",62448.0,75019.0,60719.0,75133.0,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 0.17989467657864763]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 9.507883183471199]",False,False,62092,77963,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 0.17989467657864763]",,,594.6/104.1,425.0/306.0,0.2861538461538461,0.0599648921928825,1.0,0.0179894676578647,0.3169294394490399,306.0,104.1
817,6/4 Groves Street,Aspendale,VIC,3195,735.0,-38.0277896,145.1009987,3,2,2,"{'Aspendale Primary School': 0.8, 'Mordialloc College': 1.9, 'Nepean Special School': 10.8}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Aspendale Primary School', 0.8, 319], ['Mordialloc College', 1.9, 201], ['Nepean Special School', 10.8, None]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.11908271982097404]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.412813978845989]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.11908271982097404]",,,5647.0/545.8,2299.2/1655.4,0.3092307692307692,0.0396942399403246,1.0,0.0119082719820974,0.3470937992948663,1655.4,545.8
818,122 Station Street,Aspendale,VIC,3195,700.0,-38.0255522,145.1016578,3,2,2,"{'Aspendale Primary School': 0.6, 'Yarrabah School': 1.4, 'Mordialloc College': 1.7}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Aspendale Primary School', 0.6, 319], ['Yarrabah School', 1.4, None], ['Mordialloc College', 1.7, 201]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.19039620924001097]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.261673485494427]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.19039620924001097]",,,5744.4/535.7,1957.4/1409.3,0.3092307692307692,0.0634654030800036,1.0,0.019039620924001,0.3420557828498142,1409.3,535.7
819,1/10 Eulinga Avenue,Aspendale,VIC,3195,700.0,-38.0164289,145.0967587,3,2,2,"{'Yarrabah School': 0.3, 'Aspendale Primary School': 0.5, 'Mordialloc College': 0.6}","['Mordialloc Plaza', -38.008072, 145.086614, 24]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Yarrabah School', 0.3, None], ['Aspendale Primary School', 0.5, 319], ['Mordialloc College', 0.6, 201]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 1.2895065137140111]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.326057043330076]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 1.2895065137140111]",,,1535.7/231.7,1527.4/1099.7,0.3092307692307692,0.429835504571337,1.0,0.1289506513714011,0.3442019014443359,1099.7,231.7
820,9 Inlet Street,Aspendale,VIC,3195,695.0,-38.0191767,145.0995032,4,3,2,"{'Aspendale Primary School': 0.1, 'Yarrabah School': 0.6, 'Mordialloc College': 1.0}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Aspendale Primary School', 0.1, 319], ['Yarrabah School', 0.6, None], ['Mordialloc College', 1.0, 201]]",60773.0,72407.0,59805.0,74348.0,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.9239361395779272]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.188856421214108]",False,False,61332,75334,"['Aspendale Railway Station (Aspendale)', -38.02722, 145.10215, 0.9239361395779272]",,,6593.3/606.0,2062.6/1485.1,0.3092307692307692,0.3079787131926424,1.0,0.0923936139577927,0.3396285473738036,1485.1,606.0
821,20A Park Street,Mordialloc,VIC,3195,650.0,-38.0089863,145.0899134,2,2,1,"{'Mordialloc Beach Primary School': 0.4, 'Yarrabah School': 0.8, 'Parkdale Secondary College': 2.2}","['Mordialloc Plaza', -38.008072, 145.086614, 24]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Mordialloc Beach Primary School', 0.4, 190], ['Yarrabah School', 0.8, None], ['Parkdale Secondary College', 2.2, 186]]",62448.0,75019.0,60719.0,75133.0,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 0.3323054885478195]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 9.750849637122638]",False,False,62092,77963,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 0.33230548854781944]",,,704.2/111.7,532.8/383.6,0.2861538461538461,0.1107684961826065,1.0,0.0332305488547819,0.3250283212374212,383.6,111.7
822,2/101 White Street,Mordialloc,VIC,3195,650.0,-37.999453,145.0953739,2,2,1,"{'Mordialloc Beach Primary School': 0.9, 'Parkdale Secondary College': 1.1, 'Yarrabah School': 1.6}","['Parkdale Plaza', -37.997395, 145.084297, 15]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Mordialloc Beach Primary School', 0.9, 190], ['Parkdale Secondary College', 1.1, 186], ['Yarrabah School', 1.6, None]]",62448.0,75019.0,60719.0,75133.0,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 1.041874840200122]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.60166365596631]",False,False,62092,77963,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 1.041874840200122]",,,1465.8/184.1,1241.4/893.8,0.2861538461538461,0.3472916134000407,1.0,0.1041874840200122,0.2867221218655437,893.8,184.1
823,15/115-117 Mcdonald Street,Mordialloc,VIC,3195,475.0,-38.0002813,145.097328,2,1,2,"{'Mordialloc Beach Primary School': 1.0, 'Parkdale Secondary College': 1.2, 'Yarrabah School': 1.5}","['Parkdale Plaza', -37.997395, 145.084297, 15]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Mordialloc Beach Primary School', 1.0, 190], ['Parkdale Secondary College', 1.2, 186], ['Yarrabah School', 1.5, None]]",62448.0,75019.0,60719.0,75133.0,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 1.0994212747055419]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.648823910362207]",False,False,62092,77963,"['Mordialloc Railway Station (Mordialloc)', -38.006583, 145.087659, 1.0994212747055416]",,,1648.8/197.3,1338.1/963.4,0.2861538461538461,0.3664737582351806,1.0,0.1099421274705541,0.2882941303454069,963.4,197.3
824,4/8 Laburnum Street,Parkdale,VIC,3195,475.0,-37.9945358,145.0814144,2,1,1,"{'Parkdale Primary School': 0.2, 'Parkdale Secondary College': 1.2, 'Yarrabah School': 2.5}","['Parkdale Plaza', -37.997395, 145.084297, 15]",town_house,208031193,Mordialloc - Parkdale,23430,Kingston (Vic.),5912.149486,2685.081787,"[['Parkdale Primary School', 0.2, 165], ['Parkdale Secondary College', 1.2, 186], ['Yarrabah School', 2.5, None]]",62448.0,75019.0,60719.0,75133.0,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 0.47432772850825117]",,"['Clayton Railway Station (Clayton)', -37.924683, 145.120534, 8.490767135546479]",True,False,62092,77963,"['Parkdale Railway Station (Parkdale)', -37.993079, 145.076327, 0.47432772850825117]",,,1079.9/151.6,591.6/425.9,0.2538461538461538,0.1581092428360837,1.0,0.0474327728508251,0.2830255711848826,425.9,151.6
825,2/14 Field Ave,Edithvale,VIC,3196,980.0,-38.0371206,145.1112465,4,3,1,"{'Edithvale Primary School': 0.2, 'Yarrabah School': 2.9, 'Mordialloc College': 3.2}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Edithvale Primary School', 0.2, 182], ['Yarrabah School', 2.9, None], ['Mordialloc College', 3.2, 201]]",60773.0,72407.0,59805.0,74348.0,"['Edithvale Railway Station (Edithvale)', -38.038056, 145.108536, 0.259167156868764]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.095636043308186]",False,False,61332,75334,"['Edithvale Railway Station (Edithvale)', -38.038056, 145.108536, 0.259167156868764]",,,4193.4/400.3,2815.2/2026.9,0.28,0.086389052289588,1.0,0.0259167156868764,0.3365212014436062,2026.9,400.3
826,8 Le Souef Lane,Chelsea,VIC,3196,730.0,-38.0566114,145.1170218,3,2,2,"{'Chelsea Primary School': 0.5, 'Patterson River Secondary College': 3.3, 'Nepean Special School': 7.3}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031186,Chelsea - Bonbeach,23430,Kingston (Vic.),5912.149486,2827.955078,"[['Chelsea Primary School', 0.5, None], ['Patterson River Secondary College', 3.3, 466], ['Nepean Special School', 7.3, None]]",59886.0,67330.0,57912.0,66780.0,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.5248414836567155]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.993358668132176]",False,False,58489,68567,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.5248414836567155]",,,6413.4/603.6,5197.9/3742.4,0.7169230769230769,0.1749471612189051,1.0,0.0524841483656715,0.3664452889377392,3742.4,603.6
827,3/3 Glenola Road,Chelsea,VIC,3196,520.0,-38.0564898,145.1192142,2,2,1,"{'Chelsea Primary School': 0.3, 'Patterson River Secondary College': 3.3, 'Yarrabah School': 5.1}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031186,Chelsea - Bonbeach,23430,Kingston (Vic.),5912.149486,2827.955078,"[['Chelsea Primary School', 0.3, None], ['Patterson River Secondary College', 3.3, 466], ['Yarrabah School', 5.1, None]]",59886.0,67330.0,57912.0,66780.0,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.5757249992764362]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.843052971583065]",False,False,58489,68567,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.5757249992764362]",,,6485.0/622.0,5263.8/3789.9,0.7169230769230769,0.1919083330921454,1.0,0.0575724999276436,0.3614350990527688,3789.9,622.0
828,3/48 Woodbine Grove,Chelsea,VIC,3196,510.0,-38.0534691,145.1237636,2,2,1,"{'Chelsea Primary School': 0.2, 'Patterson River Secondary College': 3.4, 'Yarrabah School': 5.0}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031186,Chelsea - Bonbeach,23430,Kingston (Vic.),5912.149486,2827.955078,"[['Chelsea Primary School', 0.2, None], ['Patterson River Secondary College', 3.4, 466], ['Yarrabah School', 5.0, None]]",59886.0,67330.0,57912.0,66780.0,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.6968335075075417]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.322684092876562]",False,False,58489,68567,"['Chelsea Railway Station (Chelsea)', -38.051955, 145.116041, 0.6968335075075417]",,,6536.7/607.6,4728.7/3404.6,0.7169230769230769,0.2322778358358472,1.0,0.0696833507507541,0.344089469762552,3404.6,607.6
829,2/6 Clydebank Road,Edithvale,VIC,3196,500.0,-38.0343539,145.1079763,2,1,1,"{'Edithvale Primary School': 0.6, 'Yarrabah School': 2.5, 'Mordialloc College': 2.8}","['Aspendale Gardens Shopping Centre', -38.0220486, 145.1178408, 18]",town_house,208031189,Edithvale - Aspendale,23430,Kingston (Vic.),5912.149486,2675.633789,"[['Edithvale Primary School', 0.6, 182], ['Yarrabah School', 2.5, None], ['Mordialloc College', 2.8, 201]]",60773.0,72407.0,59805.0,74348.0,"['Edithvale Railway Station (Edithvale)', -38.038056, 145.108536, 0.4145629179197483]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 10.18915559546369]",False,False,61332,75334,"['Edithvale Railway Station (Edithvale)', -38.038056, 145.108536, 0.4145629179197483]",,,4446.1/424.9,3129.0/2252.8,0.28,0.1381876393065827,1.0,0.0414562917919748,0.3396385198487897,2252.8,424.9
830,2/45 Kalimna Street,Carrum,VIC,3197,830.0,-38.0812206,145.1260519,4,3,2,"{'Carrum Primary School': 0.3, 'Patterson River Secondary College': 0.8, 'Nepean Special School': 4.5}","[None, None, None, None]",town_house,208031185,Carrum - Patterson Lakes,23430,Kingston (Vic.),5912.149486,2089.385742,"[['Carrum Primary School', 0.3, None], ['Patterson River Secondary College', 0.8, 466], ['Nepean Special School', 4.5, None]]",57010.0,66731.0,55429.0,70124.0,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5953493756349154]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 12.516359653746795]",False,False,56861,73615,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5953493756349154]",,,,,0.7169230769230769,0.1984497918783051,1.0,0.0595349375634915,0.4172119884582265,8200.0,1100.0
831,4 Greene Lane,Carrum,VIC,3197,720.0,-38.0775153,145.1237136,3,2,2,"{'Carrum Primary School': 0.3, 'Patterson River Secondary College': 1.2, 'Nepean Special School': 4.9}","[None, None, None, None]",town_house,208031185,Carrum - Patterson Lakes,23430,Kingston (Vic.),5912.149486,2089.385742,"[['Carrum Primary School', 0.3, None], ['Patterson River Secondary College', 1.2, 466], ['Nepean Special School', 4.9, None]]",57010.0,66731.0,55429.0,70124.0,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.13633260564982416]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 12.309104514739314]",False,False,56861,73615,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.13633260564982416]",,,,,0.7169230769230769,0.0454442018832747,1.0,0.0136332605649824,0.4103034838246438,8200.0,1100.0
832,1/17 Smith Street,Carrum,VIC,3197,600.0,-38.0760266,145.1288018,3,2,1,"{'Carrum Primary School': 0.3, 'Patterson River Secondary College': 1.0, 'Nepean Special School': 5.0}","['The Local Village', -38.0886367, 145.1825171, 10]",town_house,208031185,Carrum - Patterson Lakes,23430,Kingston (Vic.),5912.149486,2089.385742,"[['Carrum Primary School', 0.3, None], ['Patterson River Secondary College', 1.0, 466], ['Nepean Special School', 5.0, None]]",57010.0,66731.0,55429.0,70124.0,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5251484953241505]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 11.908152782887845]",False,False,56861,73615,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5251484953241505]",,,8529.9/757.7,10069.9/7250.2,0.7169230769230769,0.1750494984413835,1.0,0.052514849532415,0.3969384260962615,7250.2,757.7
833,2/98 Valetta Street,Carrum,VIC,3197,570.0,-38.0801893,145.1262558,3,2,2,"{'Carrum Primary School': 0.2, 'Patterson River Secondary College': 0.8, 'Nepean Special School': 4.6}","[None, None, None, None]",town_house,208031185,Carrum - Patterson Lakes,23430,Kingston (Vic.),5912.149486,2089.385742,"[['Carrum Primary School', 0.2, None], ['Patterson River Secondary College', 0.8, 466], ['Nepean Special School', 4.6, None]]",57010.0,66731.0,55429.0,70124.0,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5076239227497801]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 12.41308081451255]",False,False,56861,73615,"['Carrum Railway Station (Carrum)', -38.076504, 145.122833, 0.5076239227497801]",,,,,0.7169230769230769,0.1692079742499267,1.0,0.050762392274978,0.4137693604837517,8200.0,1100.0
834,2A Catron Street,Seaford,VIC,3198,750.0,-38.1003855,145.1325611,4,3,2,"{'Seaford Primary School': 0.5, 'Patterson River Secondary College': 1.9, 'Nepean Special School': 2.3}","['The Local Village', -38.0886367, 145.1825171, 10]",town_house,214011375,Seaford (Vic.),22170,Frankston,8307.683579,1404.911499,"[['Seaford Primary School', 0.5, None], ['Patterson River Secondary College', 1.9, 466], ['Nepean Special School', 2.3, None]]",54422.0,59670.0,52561.0,58360.0,"['Seaford Railway Station (Seaford)', -38.104021, 145.12823, 0.5541104336148676]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 14.01445739601155]",False,False,53665,59777,"['Seaford Railway Station (Seaford)', -38.104021, 145.12823, 0.5541104336148676]",,,11810.9/894.7,6824.9/4913.8,0.7169230769230769,0.1847034778716225,1.0,0.0554110433614867,0.4671485798670517,4913.8,894.7
835,3/34 Boonong Avenue,Seaford,VIC,3198,425.0,-38.126255,145.129327,2,1,1,"{'Kananook Primary School': 0.3, 'Nepean Special School': 1.4, 'Monterey Secondary College': 1.6}","['Bayside Shopping Centre', -38.141951, 145.124068, 189]",town_house,214011375,Seaford (Vic.),22170,Frankston,8307.683579,1404.911499,"[['Kananook Primary School', 0.3, None], ['Nepean Special School', 1.4, None], ['Monterey Secondary College', 1.6, 504]]",54422.0,59670.0,52561.0,58360.0,"['Kananook Railway Station (Seaford)', -38.121742, 145.135295, 0.7241267508205476]",,"['Dandenong Railway Station (Dandenong)', -37.989968, 145.209725, 16.709445265698694]",True,False,53665,59777,"['Kananook Railway Station (Seaford)', -38.121742, 145.135295, 0.7241267508205476]",,,2140.4/307.4,2347.0/1689.8,0.7753846153846153,0.2413755836068492,1.0,0.0724126750820547,0.5569815088566231,1689.8,307.4
